VIRAT_S_010200_00_000060_000218
Event ID, Event Type, Event Duration, Event Start, Event End
14, 9: Person carrying an object, 0:00:16.950284, 0:00:00, 0:00:16.916917
15, 9: Person carrying an object, 0:00:04.604605, 0:00:12.345679, 0:00:16.916917
16, 9: Person carrying an object, 0:00:01.401401, 0:00:15.548882, 0:00:16.916917
17, 9: Person carrying an object, 0:00:04.437771, 0:00:12.512513, 0:00:16.916917

VIRAT_S_010204_07_000942_000989
Event ID, Event Type, Event Duration, Event Start, Event End
2, 9: Person carrying an object, 0:00:19.386053, 0:00:00, 0:00:19.352686
3, 9: Person carrying an object, 0:00:10.744077, 0:00:00, 0:00:10.710711
4, 9: Person carrying an object, 0:00:30.830831, 0:00:01.101101, 0:00:31.898565
5, 9: Person carrying an object, 0:00:00.734067, 0:00:00, 0:00:00.700701
6, 9: Person carrying an object, 0:00:10.744077, 0:00:00, 0:00:10.710711
7, 9: Person carrying an object, 0:00:25.225225, 0:00:06.706707, 0:00:31.898565
8, 9: Person carrying an object, 0:00:20.153487, 0:00:10.010010, 0:00:30.130130

VIRAT_S_010204_09_001285_001336
Event ID, Event Type, Event Duration, Event Start, Event End
14, 9: Person carrying an object, 0:00:13.713714, 0:00:01.768435, 0:00:15.448782
15, 9: Person carrying an object, 0:00:20.353687, 0:00:07.907908, 0:00:28.228228
16, 9: Person carrying an object, 0:00:05.672339, 0:00:28.495162, 0:00:34.134134
17, 9: Person carrying an object, 0:00:09.776443, 0:00:10.377044, 0:00:20.120120
18, 9: Person carrying an object, 0:00:18.084751, 0:00:15.448782, 0:00:33.500167
19, 9: Person carrying an object, 0:00:08.074741, 0:00:20.754087, 0:00:28.795462

VIRAT_S_010204_11_001524_001607
Event ID, Event Type, Event Duration, Event Start, Event End
8, 9: Person carrying an object, 0:00:11.077744, 0:00:40.040040, 0:00:51.084418
9, 9: Person carrying an object, 0:00:04.637971, 0:00:36.136136, 0:00:40.740741

VIRAT_S_010205_01_000207_000288
Event ID, Event Type, Event Duration, Event Start, Event End
7, 9: Person carrying an object, 0:00:06.172840, 0:00:00, 0:00:06.139473
10, 9: Person carrying an object, 0:00:13.980647, 0:00:19.419419, 0:00:33.366700
11, 5: Person getting into a Vehicle, 0:00:03.837171, 0:00:22.522523, 0:00:26.326326
12, 9: Person carrying an object, 0:00:03.570237, 0:00:30.030030, 0:00:33.566900

VIRAT_S_010205_02_000301_000345
Event ID, Event Type, Event Duration, Event Start, Event End
10, 7: Person gesturing, 0:00:02.135469, 0:00:21.654988, 0:00:23.757090
11, 9: Person carrying an object, 0:00:10.744077, 0:00:00, 0:00:10.710711
12, 9: Person carrying an object, 0:00:26.926927, 0:00:00, 0:00:26.893560
13, 9: Person carrying an object, 0:00:26.993660, 0:00:00, 0:00:26.960294
14, 9: Person carrying an object, 0:00:09.909910, 0:00:00, 0:00:09.876543
15, 9: Person carrying an object, 0:00:28.795462, 0:00:03.937271, 0:00:32.699366
16, 10: Person running, 0:00:03.403403, 0:00:06.806807, 0:00:10.176844
17, 9: Person carrying an object, 0:00:28.161495, 0:00:05.271939, 0:00:33.400067
18, 9: Person carrying an object, 0:00:03.636970, 0:00:30.397064, 0:00:34.000667
19, 9: Person carrying an object, 0:00:24.024024, 0:00:10.010010, 0:00:34.000667

VIRAT_S_010205_03_000370_000395
Event ID, Event Type, Event Duration, Event Start, Event End
2, 9: Person carrying an object, 0:00:15.648982, 0:00:00, 0:00:15.615616

VIRAT_S_010205_04_000545_000576
Event ID, Event Type, Event Duration, Event Start, Event End
2, 9: Person carrying an object, 0:00:07.640974, 0:00:01.634968, 0:00:09.242576
3, 11: Person entering a facility, 0:00:04.204204, 0:00:00, 0:00:04.170838
4, 9: Person carrying an object, 0:00:18.585252, 0:00:00, 0:00:18.551885

VIRAT_S_010205_06_000830_000904
Event ID, Event Type, Event Duration, Event Start, Event End
25, 9: Person carrying an object, 0:00:12.212212, 0:00:20.320320, 0:00:32.499166
26, 9: Person carrying an object, 0:00:01.134468, 0:00:54.554555, 0:00:55.655656
27, 9: Person carrying an object, 0:00:37.671004, 0:00:00, 0:00:37.637638
28, 9: Person carrying an object, 0:00:07.040374, 0:00:05.939273, 0:00:12.946280
29, 9: Person carrying an object, 0:00:07.007007, 0:00:23.623624, 0:00:30.597264
30, 9: Person carrying an object, 0:00:19.119119, 0:00:36.569903, 0:00:55.655656
31, 9: Person carrying an object, 0:00:14.080747, 0:00:41.608275, 0:00:55.655656
32, 9: Person carrying an object, 0:00:25.625626, 0:00:11.011011, 0:00:36.603270
33, 9: Person carrying an object, 0:00:10.744077, 0:00:00, 0:00:10.710711

VIRAT_S_010206_00_000007_000035
Event ID, Event Type, Event Duration, Event Start, Event End
4, 9: Person carrying an object, 0:00:05.005005, 0:00:00, 0:00:04.971638
5, 9: Person carrying an object, 0:00:05.505506, 0:00:00, 0:00:05.472139
6, 9: Person carrying an object, 0:00:09.409409, 0:00:00.333667, 0:00:09.709710
7, 11: Person entering a facility, 0:00:02.302302, 0:00:06.339673, 0:00:08.608609

VIRAT_S_010206_01_000124_000206
Event ID, Event Type, Event Duration, Event Start, Event End
25, 9: Person carrying an object, 0:00:18.451785, 0:00:00.367034, 0:00:18.785452
26, 9: Person carrying an object, 0:00:14.647981, 0:00:07.407407, 0:00:22.022022
27, 9: Person carrying an object, 0:00:35.568902, 0:00:07.974641, 0:00:43.510177
28, 9: Person carrying an object, 0:00:15.215215, 0:00:49.449449, 0:01:04.631298
29, 9: Person carrying an object, 0:00:08.375042, 0:00:56.289623, 0:01:04.631298
30, 9: Person carrying an object, 0:00:13.446780, 0:00:17.117117, 0:00:30.530531
31, 9: Person carrying an object, 0:00:15.048382, 0:00:36.503170, 0:00:51.518185

VIRAT_S_010206_02_000414_000439
Event ID, Event Type, Event Duration, Event Start, Event End
2, 11: Person entering a facility, 0:00:02.102102, 0:00:06.306306, 0:00:08.375042

VIRAT_S_010206_03_000546_000580
Event ID, Event Type, Event Duration, Event Start, Event End
0, 11: Person entering a facility, 0:00:03.503504, 0:00:03.737070, 0:00:07.207207
1, 12: Person exiting a facility, 0:00:01.568235, 0:00:05.572239, 0:00:07.107107
2, 11: Person entering a facility, 0:00:03.236570, 0:00:08.308308, 0:00:11.511512
3, 9: Person carrying an object, 0:00:08.308308, 0:00:13.480147, 0:00:21.755088

VIRAT_S_010206_04_000720_000767
Event ID, Event Type, Event Duration, Event Start, Event End
11, 11: Person entering a facility, 0:00:02.469136, 0:00:15.515516, 0:00:17.951285
12, 9: Person carrying an object, 0:00:14.681348, 0:00:00.367034, 0:00:15.015015

VIRAT_S_010206_05_000797_000823
Event ID, Event Type, Event Duration, Event Start, Event End
1, 11: Person entering a facility, 0:00:01.568235, 0:00:04.771438, 0:00:06.306306
2, 9: Person carrying an object, 0:00:11.311311, 0:00:04.637971, 0:00:15.915916

VIRAT_S_010207_01_000712_000752
Event ID, Event Type, Event Duration, Event Start, Event End
2, 12: Person exiting a facility, 0:00:01.634968, 0:00:07.707708, 0:00:09.309309
3, 9: Person carrying an object, 0:00:15.882549, 0:00:09.309309, 0:00:25.158492
4, 9: Person carrying an object, 0:00:25.892559, 0:00:00, 0:00:25.859193
5, 9: Person carrying an object, 0:00:02.435769, 0:00:18.318318, 0:00:20.720721
6, 9: Person carrying an object, 0:00:15.882549, 0:00:09.309309, 0:00:25.158492
7, 9: Person carrying an object, 0:00:03.303303, 0:00:20.020020, 0:00:23.289957

VIRAT_S_010207_02_000790_000816
Event ID, Event Type, Event Duration, Event Start, Event End
4, 9: Person carrying an object, 0:00:05.538872, 0:00:13.146480, 0:00:18.651985
5, 11: Person entering a facility, 0:00:02.736069, 0:00:11.811812, 0:00:14.514515
6, 9: Person carrying an object, 0:00:14.647981, 0:00:00, 0:00:14.614615

VIRAT_S_010207_03_000865_000911
Event ID, Event Type, Event Duration, Event Start, Event End
3, 9: Person carrying an object, 0:00:09.776443, 0:00:00, 0:00:09.743076
4, 11: Person entering a facility, 0:00:02.135469, 0:00:15.682349, 0:00:17.784451
5, 9: Person carrying an object, 0:00:04.838172, 0:00:28.528529, 0:00:33.333333

VIRAT_S_010207_04_000929_000954
Event ID, Event Type, Event Duration, Event Start, Event End
0, 12: Person exiting a facility, 0:00:02.102102, 0:00:05.105105, 0:00:07.173841

VIRAT_S_010207_05_001013_001038
Event ID, Event Type, Event Duration, Event Start, Event End
0, 12: Person exiting a facility, 0:00:01.568235, 0:00:05.972639, 0:00:07.507508

VIRAT_S_010207_06_001064_001097
Event ID, Event Type, Event Duration, Event Start, Event End
0, 11: Person entering a facility, 0:00:02.802803, 0:00:06.806807, 0:00:09.576243
1, 9: Person carrying an object, 0:00:06.539873, 0:00:06.172840, 0:00:12.679346

VIRAT_S_010207_07_001195_001260
Event ID, Event Type, Event Duration, Event Start, Event End
0, 11: Person entering a facility, 0:00:02.268936, 0:00:39.906573, 0:00:42.142142
1, 9: Person carrying an object, 0:00:04.371038, 0:00:00, 0:00:04.337671
2, 9: Person carrying an object, 0:00:07.273941, 0:00:11.878545, 0:00:19.119119
3, 9: Person carrying an object, 0:00:25.325325, 0:00:20.286954, 0:00:45.578912

VIRAT_S_010207_08_001308_001332
Event ID, Event Type, Event Duration, Event Start, Event End
0, 12: Person exiting a facility, 0:00:01.835169, 0:00:09.042376, 0:00:10.844178
1, 9: Person carrying an object, 0:00:04.304304, 0:00:10.010010, 0:00:14.280948
2, 9: Person carrying an object, 0:00:10.744077, 0:00:00, 0:00:10.710711

VIRAT_S_010207_09_001484_001510
Event ID, Event Type, Event Duration, Event Start, Event End
0, 12: Person exiting a facility, 0:00:02.402402, 0:00:08.775442, 0:00:11.144478
1, 9: Person carrying an object, 0:00:12.979646, 0:00:01.868535, 0:00:14.814815
2, 9: Person carrying an object, 0:00:02.035369, 0:00:12.812813, 0:00:14.814815

VIRAT_S_010207_10_001549_001596
Event ID, Event Type, Event Duration, Event Start, Event End
4, 9: Person carrying an object, 0:00:23.890557, 0:00:00, 0:00:23.857191
5, 9: Person carrying an object, 0:00:19.853187, 0:00:00, 0:00:19.819820
6, 9: Person carrying an object, 0:00:20.687354, 0:00:00, 0:00:20.653987
7, 12: Person exiting a facility, 0:00:01.668335, 0:00:09.409409, 0:00:11.044378
8, 12: Person exiting a facility, 0:00:02.969636, 0:00:10.577244, 0:00:13.513514
9, 11: Person entering a facility, 0:00:04.738071, 0:00:25.425425, 0:00:30.130130
10, 9: Person carrying an object, 0:00:02.469136, 0:00:31.131131, 0:00:33.566900
11, 9: Person carrying an object, 0:00:07.540874, 0:00:26.059393, 0:00:33.566900
12, 11: Person entering a facility, 0:00:04.738071, 0:00:25.425425, 0:00:30.130130
13, 11: Person entering a facility, 0:00:04.738071, 0:00:25.425425, 0:00:30.130130

VIRAT_S_010208_00_000000_000049
Event ID, Event Type, Event Duration, Event Start, Event End
0, 10: Person running, 0:00:07.574241, 0:00:18.318318, 0:00:25.859193
1, 9: Person carrying an object, 0:00:02.802803, 0:00:00, 0:00:02.769436
2, 9: Person carrying an object, 0:00:06.272940, 0:00:24.290958, 0:00:30.530531
3, 11: Person entering a facility, 0:00:03.570237, 0:00:25.759092, 0:00:29.295963

VIRAT_S_010208_02_000150_000180
Event ID, Event Type, Event Duration, Event Start, Event End
0, 9: Person carrying an object, 0:00:18.852186, 0:00:00, 0:00:18.818819
2, 12: Person exiting a facility, 0:00:02.736069, 0:00:04.537871, 0:00:07.240574
3, 12: Person exiting a facility, 0:00:01.735068, 0:00:05.538872, 0:00:07.240574

VIRAT_S_010208_03_000201_000232
Event ID, Event Type, Event Duration, Event Start, Event End
2, 9: Person carrying an object, 0:00:05.071738, 0:00:04.771438, 0:00:09.809810
4, 9: Person carrying an object, 0:00:18.752085, 0:00:00, 0:00:18.718719

VIRAT_S_010208_05_000591_000631
Event ID, Event Type, Event Duration, Event Start, Event End
2, 9: Person carrying an object, 0:00:27.527528, 0:00:01.701702, 0:00:29.195863
3, 9: Person carrying an object, 0:00:16.249583, 0:00:04.137471, 0:00:20.353687
4, 12: Person exiting a facility, 0:00:02.669336, 0:00:15.382049, 0:00:18.018018
5, 12: Person exiting a facility, 0:00:02.669336, 0:00:15.382049, 0:00:18.018018

VIRAT_S_010208_06_000671_000744
Event ID, Event Type, Event Duration, Event Start, Event End
13, 9: Person carrying an object, 0:00:27.961295, 0:00:02.802803, 0:00:30.730731
14, 11: Person entering a facility, 0:00:01.868535, 0:00:41.975309, 0:00:43.810477
15, 9: Person carrying an object, 0:00:17.550884, 0:00:35.301969, 0:00:52.819486
16, 9: Person carrying an object, 0:00:27.961295, 0:00:02.802803, 0:00:30.730731
17, 9: Person carrying an object, 0:00:27.961295, 0:00:02.802803, 0:00:30.730731
18, 9: Person carrying an object, 0:00:27.961295, 0:00:02.802803, 0:00:30.730731
19, 9: Person carrying an object, 0:00:11.511512, 0:00:30.030030, 0:00:41.508175
20, 9: Person carrying an object, 0:00:11.511512, 0:00:30.030030, 0:00:41.508175
21, 9: Person carrying an object, 0:00:10.744077, 0:00:30.030030, 0:00:40.740741
22, 9: Person carrying an object, 0:00:10.744077, 0:00:30.030030, 0:00:40.740741

VIRAT_S_010208_07_000768_000791
Event ID, Event Type, Event Duration, Event Start, Event End
1, 9: Person carrying an object, 0:00:12.145479, 0:00:00, 0:00:12.112112
2, 9: Person carrying an object, 0:00:11.311311, 0:00:04.070737, 0:00:15.348682
3, 9: Person carrying an object, 0:00:11.277945, 0:00:04.104104, 0:00:15.348682
4, 12: Person exiting a facility, 0:00:01.568235, 0:00:05.138472, 0:00:06.673340

VIRAT_S_010208_09_000857_000886
Event ID, Event Type, Event Duration, Event Start, Event End
0, 12: Person exiting a facility, 0:00:02.202202, 0:00:02.669336, 0:00:04.838172
1, 9: Person carrying an object, 0:00:02.002002, 0:00:04.704705, 0:00:06.673340
2, 9: Person carrying an object, 0:00:04.337671, 0:00:11.945279, 0:00:16.249583
3, 9: Person carrying an object, 0:00:01.201201, 0:00:00, 0:00:01.167835

VIRAT_S_010208_10_000904_000991
Event ID, Event Type, Event Duration, Event Start, Event End
6, 9: Person carrying an object, 0:00:33.600267, 0:00:00, 0:00:33.566900
7, 9: Person carrying an object, 0:00:23.556890, 0:00:00, 0:00:23.523524
8, 9: Person carrying an object, 0:00:20.754087, 0:00:00, 0:00:20.720721
9, 9: Person carrying an object, 0:00:40.774107, 0:00:00, 0:00:40.740741
10, 9: Person carrying an object, 0:00:09.943277, 0:00:00, 0:00:09.909910
11, 9: Person carrying an object, 0:00:45.078412, 0:00:05.705706, 0:00:50.750751
12, 9: Person carrying an object, 0:00:07.574241, 0:00:18.985652, 0:00:26.526527

