Video Name, Event ID, Event Type, Event Duration (f), Event Start (f)
VIRAT_S_010005_03_000215_000270, 23, 12: Person exiting a facility, 88, 307
VIRAT_S_010005_03_000215_000270, 24, 12: Person exiting a facility, 110, 307
VIRAT_S_010005_03_000215_000270, 25, 12: Person exiting a facility, 47, 411
VIRAT_S_010005_03_000215_000270, 26, 12: Person exiting a facility, 47, 437
VIRAT_S_010005_04_000299_000323, 4, 9: Person carrying an object, 230, 263
VIRAT_S_010005_05_000397_000430, 1, 11: Person entering a facility, 77, 218
VIRAT_S_010005_07_000535_000584, 22, 11: Person entering a facility, 78, 77
VIRAT_S_010005_07_000535_000584, 23, 11: Person entering a facility, 51, 317
VIRAT_S_010005_07_000535_000584, 24, 11: Person entering a facility, 94, 290
VIRAT_S_010005_08_000647_000693, 0, 11: Person entering a facility, 47, 483
VIRAT_S_010005_08_000647_000693, 1, 11: Person entering a facility, 83, 504
VIRAT_S_010005_08_000647_000693, 2, 12: Person exiting a facility, 81, 52
VIRAT_S_010005_08_000647_000693, 3, 11: Person entering a facility, 50, 803
