VIRAT_S_010000_00_000000_000165
Event ID, Event Type, Event Duration, Event Start, Event End
4, 9: Person carrying an object, 0:00:07.240574, 0:00:03.003003, 0:00:10.210210
5, 9: Person carrying an object, 0:00:11.711712, 0:00:05.205205, 0:00:16.883550

VIRAT_S_010004_02_000191_000237
Event ID, Event Type, Event Duration, Event Start, Event End
19, 9: Person carrying an object, 0:00:06.106106, 0:00:00, 0:00:06.072739
20, 9: Person carrying an object, 0:00:18.051385, 0:00:00, 0:00:18.018018
21, 11: Person entering a facility, 0:00:01.835169, 0:00:19.252586, 0:00:21.054388
22, 11: Person entering a facility, 0:00:02.035369, 0:00:20.286954, 0:00:22.288956
23, 9: Person carrying an object, 0:00:05.905906, 0:00:00, 0:00:05.872539

VIRAT_S_010004_03_000239_000277
Event ID, Event Type, Event Duration, Event Start, Event End
1, 11: Person entering a facility, 0:00:01.568235, 0:00:09.743076, 0:00:11.277945
2, 12: Person exiting a facility, 0:00:01.568235, 0:00:19.319319, 0:00:20.854188
3, 9: Person carrying an object, 0:00:24.124124, 0:00:05.572239, 0:00:29.662996
4, 9: Person carrying an object, 0:00:05.839173, 0:00:06.506507, 0:00:12.312312
5, 9: Person carrying an object, 0:00:20.887554, 0:00:00, 0:00:20.854188

VIRAT_S_010004_06_000547_000715
Event ID, Event Type, Event Duration, Event Start, Event End
23, 12: Person exiting a facility, 0:00:03.069736, 0:00:03.069736, 0:00:06.106106
24, 12: Person exiting a facility, 0:00:02.502503, 0:00:07.741074, 0:00:10.210210
25, 12: Person exiting a facility, 0:00:03.770437, 0:00:10.443777, 0:00:14.180848
26, 12: Person exiting a facility, 0:00:03.803804, 0:00:24.858192, 0:00:28.628629
27, 12: Person exiting a facility, 0:00:03.169837, 0:00:25.825826, 0:00:28.962296
28, 7: Person gesturing, 0:00:03.269937, 0:00:31.798465, 0:00:35.035035
29, 12: Person exiting a facility, 0:00:02.369036, 0:00:45.178512, 0:00:47.514181
30, 7: Person gesturing, 0:00:02.435769, 0:00:58.925592, 0:01:01.327995
31, 12: Person exiting a facility, 0:00:01.634968, 0:00:08.341675, 0:00:09.943277
32, 12: Person exiting a facility, 0:00:02.836170, 0:00:11.177845, 0:00:13.980647
33, 9: Person carrying an object, 0:00:08.875542, 0:00:00, 0:00:08.842176
34, 9: Person carrying an object, 0:00:01.601602, 0:00:00, 0:00:01.568235
35, 9: Person carrying an object, 0:00:03.403403, 0:00:00, 0:00:03.370037
36, 12: Person exiting a facility, 0:00:01.568235, 0:00:09.609610, 0:00:11.144478
37, 9: Person carrying an object, 0:00:19.285953, 0:00:06.172840, 0:00:25.425425
38, 9: Person carrying an object, 0:00:24.891558, 0:00:10.510511, 0:00:35.368702
39, 9: Person carrying an object, 0:00:21.187855, 0:00:10.377044, 0:00:31.531532
40, 9: Person carrying an object, 0:00:13.780447, 0:00:26.993660, 0:00:40.740741
41, 9: Person carrying an object, 0:00:13.646980, 0:00:27.127127, 0:00:40.740741
42, 9: Person carrying an object, 0:00:33.466800, 0:00:30.497164, 0:01:03.930597
43, 9: Person carrying an object, 0:00:00.834168, 0:00:45.045045, 0:00:45.845846
44, 9: Person carrying an object, 0:00:13.847181, 0:00:46.946947, 0:01:00.760761
46, 9: Person carrying an object, 0:00:17.317317, 0:01:24.084084, 0:01:41.368035
47, 9: Person carrying an object, 0:00:37.270604, 0:01:10.704037, 0:01:47.941275
48, 9: Person carrying an object, 0:00:21.955289, 0:00:54.888222, 0:01:16.810143
49, 9: Person carrying an object, 0:00:44.678011, 0:01:17.677678, 0:02:02.322322
50, 9: Person carrying an object, 0:00:11.444778, 0:01:32.325659, 0:01:43.737070
51, 10: Person running, 0:00:00.066733, 0:01:50.777444, 0:01:50.810811
52, 9: Person carrying an object, 0:00:45.412079, 0:01:19.679680, 0:02:05.058392
53, 9: Person carrying an object, 0:00:45.879213, 0:01:19.746413, 0:02:05.592259
54, 9: Person carrying an object, 0:00:14.547881, 0:01:40.900901, 0:01:55.415415

VIRAT_S_010004_07_000729_000809
Event ID, Event Type, Event Duration, Event Start, Event End
20, 9: Person carrying an object, 0:00:25.859193, 0:00:00, 0:00:25.825826
21, 9: Person carrying an object, 0:00:22.655989, 0:00:20.086753, 0:00:42.709376
22, 12: Person exiting a facility, 0:00:02.068735, 0:00:27.861195, 0:00:29.896563
23, 11: Person entering a facility, 0:00:02.669336, 0:00:31.364698, 0:00:34.000667
24, 11: Person entering a facility, 0:00:02.535869, 0:00:32.032032, 0:00:34.534535
25, 10: Person running, 0:00:04.604605, 0:00:50.717384, 0:00:55.288622
26, 11: Person entering a facility, 0:00:02.902903, 0:00:24.791458, 0:00:27.660994
27, 9: Person carrying an object, 0:00:17.317317, 0:00:03.436770, 0:00:20.720721
29, 9: Person carrying an object, 0:00:14.247581, 0:00:10.110110, 0:00:24.324324
30, 9: Person carrying an object, 0:00:35.935936, 0:00:15.115115, 0:00:51.017684
31, 9: Person carrying an object, 0:00:08.174842, 0:00:25.025025, 0:00:33.166500
32, 9: Person carrying an object, 0:00:05.472139, 0:00:28.228228, 0:00:33.667000
33, 12: Person exiting a facility, 0:00:01.568235, 0:00:36.169503, 0:00:37.704371
34, 9: Person carrying an object, 0:00:22.689356, 0:00:40.440440, 0:01:03.096430
36, 10: Person running, 0:00:03.970637, 0:00:46.813480, 0:00:50.750751

VIRAT_S_010004_08_000811_000920
Event ID, Event Type, Event Duration, Event Start, Event End
22, 11: Person entering a facility, 0:00:04.938272, 0:00:19.119119, 0:00:24.024024
23, 11: Person entering a facility, 0:00:02.235569, 0:00:24.024024, 0:00:26.226226
24, 11: Person entering a facility, 0:00:02.302302, 0:01:06.433100, 0:01:08.702035
25, 11: Person entering a facility, 0:00:04.471138, 0:01:06.966967, 0:01:11.404738

VIRAT_S_010005_00_000048_000075
Event ID, Event Type, Event Duration, Event Start, Event End
2, 12: Person exiting a facility, 0:00:02.168836, 0:00:07.407407, 0:00:09.542876

VIRAT_S_010005_01_000085_000164
Event ID, Event Type, Event Duration, Event Start, Event End
24, 11: Person entering a facility, 0:00:01.735068, 0:00:02.102102, 0:00:03.803804
25, 12: Person exiting a facility, 0:00:02.802803, 0:00:13.079746, 0:00:15.849183
26, 12: Person exiting a facility, 0:00:02.535869, 0:00:13.079746, 0:00:15.582249
27, 11: Person entering a facility, 0:00:01.935269, 0:00:30.830831, 0:00:32.732733
28, 12: Person exiting a facility, 0:00:01.668335, 0:00:37.437437, 0:00:39.072406

VIRAT_S_010005_02_000177_000203
Event ID, Event Type, Event Duration, Event Start, Event End
3, 12: Person exiting a facility, 0:00:01.568235, 0:00:01.735068, 0:00:03.269937
4, 10: Person running, 0:00:05.372039, 0:00:08.174842, 0:00:13.513514

VIRAT_S_010005_03_000215_000270
Event ID, Event Type, Event Duration, Event Start, Event End
21, 11: Person entering a facility, 0:00:01.868535, 0:00:06.473140, 0:00:08.308308
22, 11: Person entering a facility, 0:00:02.135469, 0:00:07.440774, 0:00:09.542876
23, 12: Person exiting a facility, 0:00:02.936270, 0:00:10.243577, 0:00:13.146480
24, 12: Person exiting a facility, 0:00:03.670337, 0:00:10.243577, 0:00:13.880547
25, 12: Person exiting a facility, 0:00:01.568235, 0:00:13.713714, 0:00:15.248582
26, 12: Person exiting a facility, 0:00:01.568235, 0:00:14.581248, 0:00:16.116116

VIRAT_S_010005_04_000299_000323
Event ID, Event Type, Event Duration, Event Start, Event End
4, 9: Person carrying an object, 0:00:07.674341, 0:00:08.775442, 0:00:16.416416

VIRAT_S_010005_05_000397_000430
Event ID, Event Type, Event Duration, Event Start, Event End
1, 11: Person entering a facility, 0:00:02.569236, 0:00:07.273941, 0:00:09.809810

VIRAT_S_010005_07_000535_000584
Event ID, Event Type, Event Duration, Event Start, Event End
22, 11: Person entering a facility, 0:00:02.602603, 0:00:02.569236, 0:00:05.138472
23, 11: Person entering a facility, 0:00:01.701702, 0:00:10.577244, 0:00:12.245579
24, 11: Person entering a facility, 0:00:03.136470, 0:00:09.676343, 0:00:12.779446

VIRAT_S_010005_08_000647_000693
Event ID, Event Type, Event Duration, Event Start, Event End
0, 11: Person entering a facility, 0:00:01.568235, 0:00:16.116116, 0:00:17.650984
1, 11: Person entering a facility, 0:00:02.769436, 0:00:16.816817, 0:00:19.552886
2, 12: Person exiting a facility, 0:00:02.702703, 0:00:01.735068, 0:00:04.404404
3, 11: Person entering a facility, 0:00:01.668335, 0:00:26.793460, 0:00:28.428428

